ID;ILLUM;HUMID;CO2;SOUND;TEMP;RYTHM
3138;366.59;68.13;533.07;23.16;18.6;77.02
3139;366.67;74.02;533.87;23.48;21.64;87.73
3140;494.8;61.4;520.63;37.73;18.47;82.86
3141;491.47;61.2;512.59;29.85;17.44;76.27
3142;293.76;59.14;529.66;27.38;22.08;82.89
3143;297.32;78.61;473.92;24.91;19.73;76.51
3144;488.48;66.57;558.95;34.19;21.92;76.28
3145;455.94;69.21;521.32;24.55;22.55;86.83
3146;339.01;74.24;570.03;28.72;20.79;89.98
3147;458.65;62.08;505.76;29.19;18.53;77.28
3148;511.74;67.61;497.08;29.7;20.19;80.99
3149;376.17;67.19;489.9;26.22;19.17;75.41
3150;348.14;74.8;504.11;25.51;20.64;81.83
3151;520.0;64.9;515.13;30.28;18.48;77.99
3152;435.47;66.96;495.7;29.76;21.08;82.54
3153;443.56;58.8;401.5;27.63;21.19;70.62
3154;591.4;63.42;490.58;35.39;17.66;77.2
3155;358.96;65.51;522.74;32.71;20.57;91.56
3156;363.45;73.79;513.01;24.82;19.96;78.44
3157;396.04;74.19;513.47;21.36;19.6;84.25
3158;476.54;68.44;473.57;23.87;21.58;88.79
3159;396.58;69.14;473.8;31.44;18.45;69.44
3160;497.49;71.28;555.53;23.03;22.59;90.64
3161;486.08;70.72;574.14;30.45;18.99;85.31
3162;499.02;69.31;458.3;23.7;21.11;80.73
3163;339.13;63.84;530.52;20.9;18.89;77.6
3164;476.37;66.35;510.69;16.39;21.37;67.94
3165;393.73;69.32;546.46;30.84;22.58;81.76
3166;287.33;62.86;502.65;33.23;20.16;69.63
3167;399.77;63.37;456.36;36.3;20.69;68.64
3168;449.7;74.76;379.75;35.34;19.33;73.59
3169;538.48;67.99;446.61;34.64;20.13;85.1
3170;348.66;69.89;552.32;23.81;23.14;77.41
3171;471.24;65.12;466.43;30.25;22.72;80.37
3172;552.67;58.64;475.59;24.42;20.05;89.31
3173;300.26;70.21;500.17;28.54;21.97;68.27
3174;517.1;71.8;482.72;30.64;20.99;72.35
3175;551.22;68.6;495.99;31.43;19.64;83.35
3176;479.23;69.04;494.96;21.4;23.31;77.21
3177;541.26;74.52;444.6;21.37;17.36;82.59
3178;338.25;71.41;489.47;31.5;20.76;72.88
3179;560.65;72.58;462.2;25.89;21.01;80.49
3180;426.45;65.83;505.86;31.63;18.05;63.54
3181;321.89;67.7;546.49;28.94;17.19;81.2
3182;377.36;54.71;435.13;26.2;21.7;81.31
3183;576.27;62.89;543.02;41.49;20.44;86.09
3184;563.7;68.7;514.71;31.34;19.29;93.69
3185;450.9;65.37;416.21;30.7;19.09;65.27
3186;474.22;66.95;438.53;22.96;20.08;87.6
3187;580.47;69.65;473.13;33.7;21.84;80.58
3188;357.36;65.34;512.46;40.05;19.81;71.21
3189;501.66;70.11;462.62;38.24;21.46;86.75
3190;462.0;63.83;467.86;27.57;17.48;80.81
3191;369.8;65.61;483.21;41.24;20.17;75.2
3192;275.25;67.76;515.99;31.31;21.34;87.55
3193;361.4;70.28;437.62;31.3;19.15;82.46
3194;488.13;64.45;519.61;33.24;23.56;94.67
3195;339.67;74.8;552.34;31.07;20.07;81.96
3196;549.06;67.97;553.7;27.4;16.49;76.93
3197;408.51;63.25;516.07;28.51;20.22;84.96
3198;459.01;56.65;453.37;25.81;19.04;83.65
3199;545.56;68.65;487.74;26.41;21.87;84.38
3200;376.28;69.58;487.71;30.38;18.83;76.43
